4052;4052
4757;4757
4668;4668
4653;4653
4944;4944
5256;5256
5040;5040
5173;5173
4990;4990
4993;4993
4916;4916
4615;4615
4907;4907
4643;4643
4634;4634
4599;4599
4890;4890
4906;4906
5139;5139
4830;4830
4581;4581
4526;4526
4674;4674
4601;4601
4820;4820
5115;5115
4944;4944
4772;4772
4849;4849
5249;5249
5029;5029
5318;5318
4997;4997
5297;5297
5183;5183
5004;5004
4954;4954
4723;4723
4994;4994
5151;5151
5021;5021
5227;5227
4971;4971
5333;5333
5282;5282
4969;4969
4888;4888
4882;4882
5329;5329
4984;4984
5273;5273
5295;5295
5515;5515
5120;5120
5004;5004
5050;5050
4821;4821
4940;4940
5314;5314
5290;5290
5511;5511
5410;5410
5365;5365
5475;5475
5450;5450
4878;4878
4723;4723
5090;5090
5390;5390
5499;5499
5498;5498
5321;5321
5427;5427
5448;5448
5045;5045
5260;5260
5281;5281
4911;4911
5043;5043
5076;5076
4786;4786
4421;4421
4903;4903
5032;5032
5260;5260
5395;5395
5239;5239
5474;5474
5481;5481
5469;5469
5441;5441
5466;5466
5526;5526
5478;5478
5505;5505
5507;5507
5456;5456
5496;5496
5524;5524
5578;5578
5539;5539
5526;5526
5519;5519
5523;5523
5433;5433
5500;5500
4884;4884
4841;4841
5279;5279
5325;5325
5094;5094
5092;5092
5156;5156
5208;5208
5236;5236
5200;5200
4741;4741
4980;4980
5146;5146
5125;5125
5244;5244
5325;5325
5229;5229
5298;5298
5255;5255
5251;5251
5185;5185
4935;4935
5169;5169
5464;5464
5429;5429
5539;5539
5485;5485
5442;5442
5359;5359
5472;5472
5433;5433
5484;5484
5510;5510
5513;5513
4790;4790
4979;4979
5342;5342
5162;5162
4794;4794
5024;5024
5352;5352
5516;5516
5405;5405
5407;5407
5288;5288
5290;5290
5419;5419
5373;5373
5461;5461
5388;5388
5502;5502
5095;5095
5280;5280
5507;5507
5339;5339
5396;5396
5394;5394
5369;5369
5011;5011
5006;5006
4855;4855
5245;5245
5161;5161
5211;5211
5181;5181
5207;5207
5246;5246
5233;5233
5358;5358
5413;5413
5390;5390
5374;5374
5376;5376
5461;5461
5370;5370
5453;5453
5361;5361
5233;5233
5357;5357
5357;5357
5411;5411
5361;5361
5440;5440
5351;5351
5403;5403
5337;5337
5413;5413
5373;5373
5390;5390
5445;5445
5462;5462
5418;5418
5410;5410
4901;4901
4807;4807
4916;4916
5327;5327
5222;5222
5464;5464
5469;5469
5305;5305
4626;4626
5102;5102
5360;5360
5382;5382
5266;5266
5318;5318
5355;5355
5435;5435
5334;5334
5295;5295
5394;5394
5404;5404
5385;5385
5262;5262
5341;5341
5252;5252
5378;5378
5408;5408
5464;5464
5446;5446
5390;5390
5471;5471
5393;5393
5371;5371
5417;5417
5357;5357
5444;5444
5405;5405
5447;5447
5341;5341
5412;5412
5391;5391
5394;5394
5344;5344
5359;5359
5367;5367
5390;5390
5409;5409
5394;5394
5332;5332
5235;5235
5408;5408
5328;5328
5368;5368
5360;5360
4933;4933
5336;5336
5254;5254
5309;5309
5420;5420
5493;5493
5540;5540
5518;5518
5465;5465
5483;5483
5480;5480
4827;4827
4935;4935
5245;5245
5265;5265
5312;5312
5272;5272
5316;5316
5042;5042
4935;4935
5312;5312
5474;5474
5414;5414
5468;5468
5519;5519
5640;5640
5444;5444
5461;5461
5570;5570
5525;5525
5602;5602
5682;5682
5663;5663
5628;5628
5566;5566
5514;5514
5665;5665
5655;5655
5591;5591
5602;5602
5566;5566
5621;5621
5541;5541
5482;5482
5460;5460
5512;5512
5589;5589
5569;5569
5573;5573
5592;5592
5635;5635
5661;5661
5604;5604
5596;5596
5634;5634
5644;5644
5658;5658
5517;5517
5554;5554
5627;5627
5661;5661
5541;5541
5589;5589
5690;5690
5642;5642
5607;5607
5509;5509
5613;5613
5562;5562
5601;5601
5671;5671
5565;5565
5563;5563
5589;5589
5469;5469
5601;5601
5501;5501
5600;5600
5634;5634
5647;5647
5661;5661
5449;5449
5679;5679
5617;5617
5598;5598
5664;5664
5605;5605
5611;5611
5650;5650
5607;5607
5644;5644
5481;5481
5463;5463
5503;5503
5619;5619
5499;5499
5614;5614
5643;5643
5655;5655
5567;5567
5515;5515
5630;5630
5657;5657
5663;5663
5660;5660
5576;5576
5672;5672
5668;5668
5545;5545
5664;5664
5660;5660
5690;5690
5654;5654
5723;5723
5661;5661
5341;5341
5648;5648
4383;4383
5454;5454
5653;5653
5597;5597
5638;5638
5632;5632
5644;5644
5585;5585
5465;5465
5596;5596
5664;5664
5491;5491
5581;5581
5479;5479
5477;5477
5496;5496
4914;4914
5491;5491
5630;5630
5568;5568
5641;5641
5578;5578
5648;5648
5756;5756
5626;5626
5624;5624
5388;5388
5566;5566
5075;5075
5496;5496
5607;5607
5611;5611
5649;5649
5689;5689
5604;5604
5664;5664
5464;5464
5562;5562
5635;5635
5634;5634
5528;5528
5668;5668
5578;5578
5667;5667
5668;5668
5629;5629
5500;5500
5620;5620
5716;5716
5594;5594
5586;5586
5666;5666
5621;5621
5631;5631
5650;5650
5546;5546
5594;5594
5654;5654
5671;5671
5647;5647
5624;5624
5657;5657
5669;5669
5600;5600
5629;5629
5607;5607
5664;5664
5628;5628
5680;5680
5627;5627
5473;5473
5550;5550
5581;5581
5656;5656
5677;5677
5678;5678
5642;5642
5678;5678
5631;5631
5677;5677
5628;5628
5682;5682
5654;5654
5657;5657
5569;5569
5663;5663
5616;5616
5679;5679
5678;5678
5613;5613
5690;5690
5707;5707
5708;5708
5683;5683
5559;5559
5692;5692
5612;5612
5662;5662
5668;5668
5596;5596
5612;5612
5688;5688
5610;5610
5587;5587
5612;5612
5640;5640
5690;5690
5691;5691
5722;5722
5657;5657
5584;5584
5540;5540
5222;5222
5434;5434
5609;5609
5589;5589
5639;5639
5605;5605
5165;5165
5244;5244
5625;5625
5647;5647
5673;5673
5597;5597
5734;5734
5704;5704
5661;5661
5635;5635
5602;5602
5647;5647
5636;5636
5626;5626
5587;5587
5494;5494
5635;5635
5692;5692
5528;5528
5678;5678
5676;5676
5656;5656
5662;5662
5663;5663
5574;5574
5557;5557
5633;5633
5646;5646
5660;5660
5636;5636
5473;5473
5666;5666
5659;5659
5615;5615
5561;5561
5555;5555
5742;5742
5645;5645
5614;5614
5555;5555
5649;5649
5631;5631
5695;5695
5348;5348
5547;5547
5552;5552
5663;5663
5656;5656
5539;5539
5466;5466
5608;5608
5661;5661
5696;5696
5634;5634
5642;5642
5605;5605
5710;5710
5681;5681
5590;5590
5595;5595
5588;5588
5687;5687
5622;5622
5667;5667
5667;5667
5588;5588
5714;5714
5337;5337
5590;5590
5708;5708
5695;5695
5701;5701
5493;5493
5659;5659
5667;5667
5667;5667
5709;5709
5673;5673
5663;5663
5594;5594
5658;5658
5702;5702
5601;5601
5525;5525
5434;5434
5513;5513
5576;5576
5545;5545
5686;5686
5644;5644
5680;5680
5570;5570
5521;5521
5703;5703
5684;5684
5725;5725
5675;5675
5644;5644
5678;5678
5605;5605
5622;5622
5102;5102
5504;5504
5400;5400
5491;5491
5627;5627
5677;5677
5542;5542
5697;5697
5682;5682
5615;5615
5663;5663
5653;5653
5725;5725
5550;5550
5663;5663
5686;5686
5711;5711
5693;5693
5629;5629
5344;5344
5584;5584
5670;5670
5696;5696
5664;5664
5580;5580
5595;5595
5637;5637
5603;5603
5654;5654
5548;5548
5648;5648
5679;5679
5648;5648
5692;5692
5659;5659
5739;5739
5591;5591
5643;5643
5535;5535
5492;5492
5682;5682
5685;5685
5676;5676
5489;5489
5448;5448
5695;5695
5473;5473
5544;5544
5468;5468
5618;5618
5706;5706
5701;5701
5673;5673
5603;5603
5466;5466
5637;5637
5680;5680
5642;5642
5655;5655
5709;5709
5698;5698
5680;5680
5690;5690
5665;5665
5642;5642
5695;5695
5651;5651
5326;5326
5633;5633
5171;5171
5184;5184
5681;5681
5636;5636
5684;5684
5728;5728
5616;5616
5621;5621
5590;5590
5532;5532
5670;5670
5706;5706
5722;5722
5457;5457
5613;5613
5520;5520
5627;5627
5636;5636
5685;5685
5688;5688
5686;5686
5692;5692
5677;5677
5644;5644
5712;5712
5694;5694
5631;5631
5621;5621
5609;5609
5471;5471
5617;5617
5669;5669
5591;5591
5672;5672
5626;5626
5617;5617
5626;5626
5412;5412
5516;5516
5614;5614
5564;5564
5630;5630
5687;5687
5653;5653
5630;5630
5642;5642
5609;5609
5681;5681
5649;5649
5677;5677
5640;5640
5669;5669
5685;5685
5598;5598
