675641;675641
715157;715157
709416;709416
707220;707220
737185;737185
749123;749123
755333;755333
753314;753314
752473;752473
752219;752219
755877;755877
755392;755392
756946;756946
767632;767632
765055;765055
754269;754269
754485;754485
756220;756220
750917;750917
748041;748041
743415;743415
746347;746347
738219;738219
747397;747397
743590;743590
739051;739051
744384;744384
749638;749638
746043;746043
756333;756333
751278;751278
755185;755185
752593;752593
756861;756861
759281;759281
759348;759348
757708;757708
752987;752987
752908;752908
753103;753103
752917;752917
754006;754006
759644;759644
763757;763757
759932;759932
759665;759665
754072;754072
754792;754792
753803;753803
755895;755895
752421;752421
752716;752716
752368;752368
751524;751524
749939;749939
748940;748940
750546;750546
749432;749432
754547;754547
757792;757792
755730;755730
755542;755542
756930;756930
756879;756879
757566;757566
765328;765328
763157;763157
768494;768494
771560;771560
769485;769485
773326;773326
774502;774502
771712;771712
771916;771916
763602;763602
760065;760065
755897;755897
755998;755998
761196;761196
762341;762341
755873;755873
759230;759230
759221;759221
761991;761991
765190;765190
759396;759396
760925;760925
766651;766651
767673;767673
772469;772469
762956;762956
754140;754140
762199;762199
770770;770770
767482;767482
759750;759750
763616;763616
769385;769385
762027;762027
763391;763391
