38166;38811;37615;37710;34954;37621;36145;35150;38146;37252
38488;38872;37506;37915;36632;37214;36814;36050;38522;36591
38326;38591;37643;37882;34937;37267;36964;36548;38597;36689
35968;38538;37535;38012;35607;37407;37005;37659;38659;37265
38452;38567;36960;37807;37699;37787;35924;37803;38399;37703
38776;38830;37497;37918;36928;37493;37310;35959;38426;36754
38814;37283;37541;37767;36121;37528;37559;37182;38422;35166
38493;35600;37567;37784;36274;37609;37773;37813;38382;33792
37887;37634;37618;37795;34968;37701;37649;37395;38278;34567
38024;36198;37519;37857;35318;37583;37558;38576;38379;36348
38491;36039;37641;37581;34115;37719;37623;38531;38579;35662
38433;32568;37538;37723;35106;37596;37638;37878;38694;35133
37901;34513;37424;37796;36566;37672;37729;36497;38675;36996
38500;37300;37616;37937;37180;37617;37820;37130;37994;36869
37059;37904;37370;37027;37108;37564;37538;37736;37607;36582
38507;38191;37535;36964;37311;37497;37774;36908;36102;36205
38914;37970;37544;37808;37274;36693;37604;36056;37819;36158
37517;37536;37474;37179;37203;35345;37402;35648;37732;36503
36253;37051;35608;37071;37177;37321;37664;37257;38571;37974
38274;38639;34511;37288;37568;38035;38544;37835;38714;37851
39309;38113;27077;37517;38378;36625;38504;38996;38660;37919
34370;38339;36452;37146;38369;38519;38724;39045;38642;38049
33191;38572;38047;37011;38175;38547;38635;38588;38542;37987
34534;38736;36764;37130;38097;38390;38585;39359;38649;37832
38590;38618;38272;36765;38059;38507;38646;39266;38652;36166
39127;38610;39299;36700;38279;38573;38674;39441;37929;36717
38456;38540;38429;37040;38326;38579;38437;39337;38643;35506
39176;38392;37167;37118;38267;38515;38667;39593;38685;36391
39022;38600;36473;29999;38311;38234;38637;39498;38668;36347
39093;38495;35644;32067;37851;38363;37942;39514;38499;35871
39239;38168;36486;33543;37983;38506;38589;37950;38537;36951
38166;38654;34113;36474;38147;38496;38717;38136;38627;37142
39147;38570;36635;37300;36941;38569;38593;38226;38415;36029
38537;38679;38248;35335;37377;37646;38615;38517;38627;36856
39196;38339;37115;38443;36427;35887;38657;38551;38465;36166
39088;36509;38073;37380;36644;37792;38676;38382;38567;36991
38401;36917;36885;35293;37241;35154;38341;38384;38048;37378
36375;35987;37921;37203;37708;36548;38605;37107;38495;38191
38708;38585;38433;38111;37840;37871;38601;36674;35817;37164
39336;38605;38551;38064;37788;37845;38559;37839;35431;35583
38772;38329;38242;38186;38447;38389;38577;38043;36806;37362
38472;38643;38562;38560;38390;38149;38645;38270;36336;35432
39136;37035;38370;38703;38433;38297;38561;38308;37869;37691
38990;37806;38700;38655;38386;38134;38649;38384;39118;38031
35806;38520;38515;38716;38670;37311;37462;37258;38776;38254
26112;38669;38241;38757;38588;37346;37576;38431;38540;38153
26477;38743;38724;38359;38684;38437;36995;38397;38809;38244
37638;38670;38644;39324;38637;38076;36211;38424;39430;37877
37842;38705;38707;36485;37840;38431;37810;38505;38976;36249
36454;38719;38627;36724;36958;38436;35467;37189;39383;35568
37045;38709;37776;36644;35624;38581;32814;38140;39429;38060
36643;38644;38478;38533;36526;37728;34292;38341;39533;38143
36602;38679;38464;37211;37851;36993;35996;38336;39275;38238
39619;38637;38669;37481;37643;37948;38090;38372;38975;37242
