23002;21525
21690;20634
21911;20592
22418;19993
22062;19345
20492;20116
21827;20593
21511;21298
22578;20229
21881;21202
21697;21309
21569;20481
20826;20062
21613;21272
21074;21232
21283;21267
20893;21059
20527;21229
21253;21020
22460;21352
21324;20445
21242;20377
20098;19471
19660;19422
20825;19983
21704;19099
20361;19730
20145;20986
21285;20028
21043;21259
20927;20361
21085;20306
20720;20098
21252;19226
21743;19948
21194;19823
21311;19959
20793;20375
21573;19821
21002;19772
21024;20825
20590;20186
22264;20591
21234;19786
19928;21062
19690;19963
20129;18892
19823;20106
21036;20060
21264;19113
21609;19975
21299;19154
22447;20368
21659;19946
21977;20112
21836;20314
21199;20929
21297;20204
20951;20431
21003;20145
21257;19909
